ParticipantID,Condition,Content,QuestionID,Heatmap,Contour,TimeWeighted,FixationMap,Scanpath
P16,none,v0,Q11,,,timeweighted_P16_v0_Q11.png,,scanpath_P16_v0_Q11.png
P16,none,v0,Q12,,,timeweighted_P16_v0_Q12.png,,scanpath_P16_v0_Q12.png
P16,none,v0,Q2,,,timeweighted_P16_v0_Q2.png,,scanpath_P16_v0_Q2.png
P16,none,v0,Q3,,,timeweighted_P16_v0_Q3.png,,scanpath_P16_v0_Q3.png
P16,none,v0,Q4,,,timeweighted_P16_v0_Q4.png,,scanpath_P16_v0_Q4.png
P16,none,v0,Q5,,,timeweighted_P16_v0_Q5.png,,scanpath_P16_v0_Q5.png
P16,none,v0,Q6,,,timeweighted_P16_v0_Q6.png,,scanpath_P16_v0_Q6.png
P16,none,v0,Q7,,,timeweighted_P16_v0_Q7.png,,scanpath_P16_v0_Q7.png
P16,none,v0,Q8,,,timeweighted_P16_v0_Q8.png,,scanpath_P16_v0_Q8.png
P16,none,v0,Q9,,,timeweighted_P16_v0_Q9.png,,scanpath_P16_v0_Q9.png
P16,overview,v1,Q1,,,timeweighted_P16_v1_Q1.png,,scanpath_P16_v1_Q1.png
P16,overview,v1,Q10,,,timeweighted_P16_v1_Q10.png,,scanpath_P16_v1_Q10.png
P16,overview,v1,Q11,,,timeweighted_P16_v1_Q11.png,,scanpath_P16_v1_Q11.png
P16,overview,v1,Q12,,,timeweighted_P16_v1_Q12.png,,scanpath_P16_v1_Q12.png
P16,overview,v1,Q2,,,timeweighted_P16_v1_Q2.png,,scanpath_P16_v1_Q2.png
P16,overview,v1,Q3,,,timeweighted_P16_v1_Q3.png,,scanpath_P16_v1_Q3.png
P16,overview,v1,Q4,,,timeweighted_P16_v1_Q4.png,,scanpath_P16_v1_Q4.png
P16,overview,v1,Q5,,,timeweighted_P16_v1_Q5.png,,scanpath_P16_v1_Q5.png
P16,overview,v1,Q6,,,timeweighted_P16_v1_Q6.png,,scanpath_P16_v1_Q6.png
P16,overview,v1,Q7,,,timeweighted_P16_v1_Q7.png,,scanpath_P16_v1_Q7.png
P16,overview,v1,Q8,,,timeweighted_P16_v1_Q8.png,,scanpath_P16_v1_Q8.png
P16,overview,v1,Q9,,,timeweighted_P16_v1_Q9.png,,scanpath_P16_v1_Q9.png
P17,minimap,v0,Q1,,,timeweighted_P17_v0_Q1.png,,scanpath_P17_v0_Q1.png
P17,minimap,v0,Q10,,,timeweighted_P17_v0_Q10.png,,scanpath_P17_v0_Q10.png
P17,minimap,v0,Q11,,,timeweighted_P17_v0_Q11.png,,scanpath_P17_v0_Q11.png
P17,minimap,v0,Q12,,,timeweighted_P17_v0_Q12.png,,scanpath_P17_v0_Q12.png
P17,minimap,v0,Q2,,,timeweighted_P17_v0_Q2.png,,scanpath_P17_v0_Q2.png
P17,minimap,v0,Q3,,,timeweighted_P17_v0_Q3.png,,scanpath_P17_v0_Q3.png
P17,minimap,v0,Q4,,,timeweighted_P17_v0_Q4.png,,scanpath_P17_v0_Q4.png
P17,minimap,v0,Q5,,,timeweighted_P17_v0_Q5.png,,scanpath_P17_v0_Q5.png
P17,minimap,v0,Q6,,,timeweighted_P17_v0_Q6.png,,scanpath_P17_v0_Q6.png
P17,minimap,v0,Q7,,,timeweighted_P17_v0_Q7.png,,scanpath_P17_v0_Q7.png
P17,minimap,v0,Q8,,,timeweighted_P17_v0_Q8.png,,scanpath_P17_v0_Q8.png
P17,minimap,v0,Q9,,,timeweighted_P17_v0_Q9.png,,scanpath_P17_v0_Q9.png
P17,none,v1,Q1,,,timeweighted_P17_v1_Q1.png,,scanpath_P17_v1_Q1.png
P17,none,v1,Q10,,,timeweighted_P17_v1_Q10.png,,scanpath_P17_v1_Q10.png
P17,none,v1,Q11,,,timeweighted_P17_v1_Q11.png,,scanpath_P17_v1_Q11.png
P17,none,v1,Q12,,,timeweighted_P17_v1_Q12.png,,scanpath_P17_v1_Q12.png
P17,none,v1,Q2,,,timeweighted_P17_v1_Q2.png,,scanpath_P17_v1_Q2.png
P17,none,v1,Q3,,,timeweighted_P17_v1_Q3.png,,scanpath_P17_v1_Q3.png
P17,none,v1,Q4,,,timeweighted_P17_v1_Q4.png,,scanpath_P17_v1_Q4.png
P17,none,v1,Q5,,,timeweighted_P17_v1_Q5.png,,scanpath_P17_v1_Q5.png
P17,none,v1,Q6,,,timeweighted_P17_v1_Q6.png,,scanpath_P17_v1_Q6.png
P17,none,v1,Q7,,,timeweighted_P17_v1_Q7.png,,scanpath_P17_v1_Q7.png
P17,none,v1,Q8,,,timeweighted_P17_v1_Q8.png,,scanpath_P17_v1_Q8.png
P17,none,v1,Q9,,,timeweighted_P17_v1_Q9.png,,scanpath_P17_v1_Q9.png
P17,overview,v2,Q1,,,timeweighted_P17_v2_Q1.png,,scanpath_P17_v2_Q1.png
P17,overview,v2,Q10,,,timeweighted_P17_v2_Q10.png,,scanpath_P17_v2_Q10.png
P17,overview,v2,Q11,,,timeweighted_P17_v2_Q11.png,,scanpath_P17_v2_Q11.png
P17,overview,v2,Q12,,,timeweighted_P17_v2_Q12.png,,scanpath_P17_v2_Q12.png
P17,overview,v2,Q2,,,timeweighted_P17_v2_Q2.png,,scanpath_P17_v2_Q2.png
P17,overview,v2,Q3,,,timeweighted_P17_v2_Q3.png,,scanpath_P17_v2_Q3.png
P17,overview,v2,Q4,,,timeweighted_P17_v2_Q4.png,,scanpath_P17_v2_Q4.png
P17,overview,v2,Q5,,,timeweighted_P17_v2_Q5.png,,scanpath_P17_v2_Q5.png
P17,overview,v2,Q6,,,timeweighted_P17_v2_Q6.png,,scanpath_P17_v2_Q6.png
P17,overview,v2,Q7,,,timeweighted_P17_v2_Q7.png,,scanpath_P17_v2_Q7.png
P17,overview,v2,Q8,,,timeweighted_P17_v2_Q8.png,,scanpath_P17_v2_Q8.png
P17,overview,v2,Q9,,,timeweighted_P17_v2_Q9.png,,scanpath_P17_v2_Q9.png
P18,minimap,v1,Q1,,,timeweighted_P18_v1_Q1.png,,scanpath_P18_v1_Q1.png
P18,minimap,v1,Q10,,,timeweighted_P18_v1_Q10.png,,scanpath_P18_v1_Q10.png
P18,minimap,v1,Q11,,,timeweighted_P18_v1_Q11.png,,scanpath_P18_v1_Q11.png
P18,minimap,v1,Q12,,,timeweighted_P18_v1_Q12.png,,scanpath_P18_v1_Q12.png
P18,minimap,v1,Q2,,,timeweighted_P18_v1_Q2.png,,scanpath_P18_v1_Q2.png
P18,minimap,v1,Q3,,,timeweighted_P18_v1_Q3.png,,scanpath_P18_v1_Q3.png
P18,minimap,v1,Q4,,,timeweighted_P18_v1_Q4.png,,scanpath_P18_v1_Q4.png
P18,minimap,v1,Q5,,,timeweighted_P18_v1_Q5.png,,scanpath_P18_v1_Q5.png
P18,minimap,v1,Q6,,,timeweighted_P18_v1_Q6.png,,scanpath_P18_v1_Q6.png
P18,minimap,v1,Q7,,,timeweighted_P18_v1_Q7.png,,scanpath_P18_v1_Q7.png
P18,minimap,v1,Q8,,,timeweighted_P18_v1_Q8.png,,scanpath_P18_v1_Q8.png
P18,minimap,v1,Q9,,,timeweighted_P18_v1_Q9.png,,scanpath_P18_v1_Q9.png
P18,none,v2,Q1,,,timeweighted_P18_v2_Q1.png,,scanpath_P18_v2_Q1.png
P18,none,v2,Q10,,,timeweighted_P18_v2_Q10.png,,scanpath_P18_v2_Q10.png
P18,none,v2,Q11,,,timeweighted_P18_v2_Q11.png,,scanpath_P18_v2_Q11.png
P18,none,v2,Q12,,,timeweighted_P18_v2_Q12.png,,scanpath_P18_v2_Q12.png
P18,none,v2,Q2,,,timeweighted_P18_v2_Q2.png,,scanpath_P18_v2_Q2.png
P18,none,v2,Q3,,,timeweighted_P18_v2_Q3.png,,scanpath_P18_v2_Q3.png
P18,none,v2,Q4,,,timeweighted_P18_v2_Q4.png,,scanpath_P18_v2_Q4.png
P18,none,v2,Q5,,,timeweighted_P18_v2_Q5.png,,scanpath_P18_v2_Q5.png
P18,none,v2,Q6,,,timeweighted_P18_v2_Q6.png,,scanpath_P18_v2_Q6.png
P18,none,v2,Q7,,,timeweighted_P18_v2_Q7.png,,scanpath_P18_v2_Q7.png
P18,none,v2,Q8,,,timeweighted_P18_v2_Q8.png,,scanpath_P18_v2_Q8.png
P18,none,v2,Q9,,,timeweighted_P18_v2_Q9.png,,scanpath_P18_v2_Q9.png
P18,overview,v0,Q1,,,timeweighted_P18_v0_Q1.png,,scanpath_P18_v0_Q1.png
P18,overview,v0,Q10,,,timeweighted_P18_v0_Q10.png,,scanpath_P18_v0_Q10.png
P18,overview,v0,Q11,,,timeweighted_P18_v0_Q11.png,,scanpath_P18_v0_Q11.png
P18,overview,v0,Q12,,,timeweighted_P18_v0_Q12.png,,scanpath_P18_v0_Q12.png
P18,overview,v0,Q2,,,timeweighted_P18_v0_Q2.png,,scanpath_P18_v0_Q2.png
P18,overview,v0,Q3,,,timeweighted_P18_v0_Q3.png,,scanpath_P18_v0_Q3.png
P18,overview,v0,Q4,,,timeweighted_P18_v0_Q4.png,,scanpath_P18_v0_Q4.png
P18,overview,v0,Q5,,,timeweighted_P18_v0_Q5.png,,scanpath_P18_v0_Q5.png
P18,overview,v0,Q6,,,timeweighted_P18_v0_Q6.png,,scanpath_P18_v0_Q6.png
P18,overview,v0,Q7,,,timeweighted_P18_v0_Q7.png,,scanpath_P18_v0_Q7.png
P18,overview,v0,Q8,,,timeweighted_P18_v0_Q8.png,,scanpath_P18_v0_Q8.png
P18,overview,v0,Q9,,,timeweighted_P18_v0_Q9.png,,scanpath_P18_v0_Q9.png
P19,minimap,v2,Q1,,,timeweighted_P19_v2_Q1.png,,scanpath_P19_v2_Q1.png
P19,minimap,v2,Q10,,,timeweighted_P19_v2_Q10.png,,scanpath_P19_v2_Q10.png
P19,minimap,v2,Q11,,,timeweighted_P19_v2_Q11.png,,scanpath_P19_v2_Q11.png
P19,minimap,v2,Q12,,,timeweighted_P19_v2_Q12.png,,scanpath_P19_v2_Q12.png
P19,minimap,v2,Q2,,,timeweighted_P19_v2_Q2.png,,scanpath_P19_v2_Q2.png
P19,minimap,v2,Q3,,,timeweighted_P19_v2_Q3.png,,scanpath_P19_v2_Q3.png
P19,minimap,v2,Q4,,,timeweighted_P19_v2_Q4.png,,scanpath_P19_v2_Q4.png
P19,minimap,v2,Q5,,,timeweighted_P19_v2_Q5.png,,scanpath_P19_v2_Q5.png
P19,minimap,v2,Q6,,,timeweighted_P19_v2_Q6.png,,scanpath_P19_v2_Q6.png
P19,minimap,v2,Q7,,,timeweighted_P19_v2_Q7.png,,scanpath_P19_v2_Q7.png
P19,minimap,v2,Q8,,,timeweighted_P19_v2_Q8.png,,scanpath_P19_v2_Q8.png
P19,minimap,v2,Q9,,,timeweighted_P19_v2_Q9.png,,scanpath_P19_v2_Q9.png
P19,none,v0,Q1,,,timeweighted_P19_v0_Q1.png,,scanpath_P19_v0_Q1.png
P19,none,v0,Q10,,,timeweighted_P19_v0_Q10.png,,scanpath_P19_v0_Q10.png
P19,none,v0,Q11,,,timeweighted_P19_v0_Q11.png,,scanpath_P19_v0_Q11.png
P19,none,v0,Q12,,,timeweighted_P19_v0_Q12.png,,scanpath_P19_v0_Q12.png
P19,none,v0,Q2,,,timeweighted_P19_v0_Q2.png,,scanpath_P19_v0_Q2.png
P19,none,v0,Q3,,,timeweighted_P19_v0_Q3.png,,scanpath_P19_v0_Q3.png
P19,none,v0,Q4,,,timeweighted_P19_v0_Q4.png,,scanpath_P19_v0_Q4.png
P19,none,v0,Q5,,,timeweighted_P19_v0_Q5.png,,scanpath_P19_v0_Q5.png
P19,none,v0,Q6,,,timeweighted_P19_v0_Q6.png,,scanpath_P19_v0_Q6.png
P19,none,v0,Q7,,,timeweighted_P19_v0_Q7.png,,scanpath_P19_v0_Q7.png
P19,none,v0,Q8,,,timeweighted_P19_v0_Q8.png,,scanpath_P19_v0_Q8.png
P19,none,v0,Q9,,,timeweighted_P19_v0_Q9.png,,scanpath_P19_v0_Q9.png
P19,overview,v1,Q1,,,timeweighted_P19_v1_Q1.png,,scanpath_P19_v1_Q1.png
P19,overview,v1,Q10,,,timeweighted_P19_v1_Q10.png,,scanpath_P19_v1_Q10.png
P19,overview,v1,Q11,,,timeweighted_P19_v1_Q11.png,,scanpath_P19_v1_Q11.png
P19,overview,v1,Q12,,,timeweighted_P19_v1_Q12.png,,scanpath_P19_v1_Q12.png
P19,overview,v1,Q2,,,timeweighted_P19_v1_Q2.png,,scanpath_P19_v1_Q2.png
P19,overview,v1,Q3,,,timeweighted_P19_v1_Q3.png,,scanpath_P19_v1_Q3.png
P19,overview,v1,Q4,,,timeweighted_P19_v1_Q4.png,,scanpath_P19_v1_Q4.png
P19,overview,v1,Q5,,,timeweighted_P19_v1_Q5.png,,scanpath_P19_v1_Q5.png
P19,overview,v1,Q6,,,timeweighted_P19_v1_Q6.png,,scanpath_P19_v1_Q6.png
P19,overview,v1,Q7,,,timeweighted_P19_v1_Q7.png,,scanpath_P19_v1_Q7.png
P19,overview,v1,Q8,,,timeweighted_P19_v1_Q8.png,,scanpath_P19_v1_Q8.png
P19,overview,v1,Q9,,,timeweighted_P19_v1_Q9.png,,scanpath_P19_v1_Q9.png
P2,minimap,v1,Q1,,,timeweighted_P2_v1_Q1.png,,scanpath_P2_v1_Q1.png
P2,minimap,v1,Q10,,,timeweighted_P2_v1_Q10.png,,scanpath_P2_v1_Q10.png
P2,minimap,v1,Q11,,,timeweighted_P2_v1_Q11.png,,scanpath_P2_v1_Q11.png
P2,minimap,v1,Q12,,,timeweighted_P2_v1_Q12.png,,scanpath_P2_v1_Q12.png
P2,minimap,v1,Q2,,,timeweighted_P2_v1_Q2.png,,scanpath_P2_v1_Q2.png
P2,minimap,v1,Q3,,,timeweighted_P2_v1_Q3.png,,scanpath_P2_v1_Q3.png
P2,minimap,v1,Q4,,,timeweighted_P2_v1_Q4.png,,scanpath_P2_v1_Q4.png
P2,minimap,v1,Q5,,,timeweighted_P2_v1_Q5.png,,scanpath_P2_v1_Q5.png
P2,minimap,v1,Q6,,,timeweighted_P2_v1_Q6.png,,scanpath_P2_v1_Q6.png
P2,minimap,v1,Q7,,,timeweighted_P2_v1_Q7.png,,scanpath_P2_v1_Q7.png
P2,minimap,v1,Q8,,,timeweighted_P2_v1_Q8.png,,scanpath_P2_v1_Q8.png
P2,minimap,v1,Q9,,,timeweighted_P2_v1_Q9.png,,scanpath_P2_v1_Q9.png
P2,none,v2,Q10,,,timeweighted_P2_v2_Q10.png,,scanpath_P2_v2_Q10.png
P2,none,v2,Q11,,,timeweighted_P2_v2_Q11.png,,scanpath_P2_v2_Q11.png
P2,none,v2,Q12,,,timeweighted_P2_v2_Q12.png,,scanpath_P2_v2_Q12.png
P2,none,v2,Q2,,,timeweighted_P2_v2_Q2.png,,scanpath_P2_v2_Q2.png
P2,none,v2,Q3,,,timeweighted_P2_v2_Q3.png,,scanpath_P2_v2_Q3.png
P2,none,v2,Q4,,,timeweighted_P2_v2_Q4.png,,scanpath_P2_v2_Q4.png
P2,none,v2,Q5,,,timeweighted_P2_v2_Q5.png,,scanpath_P2_v2_Q5.png
P2,none,v2,Q6,,,timeweighted_P2_v2_Q6.png,,scanpath_P2_v2_Q6.png
P2,none,v2,Q7,,,timeweighted_P2_v2_Q7.png,,scanpath_P2_v2_Q7.png
P2,none,v2,Q8,,,timeweighted_P2_v2_Q8.png,,scanpath_P2_v2_Q8.png
P2,none,v2,Q9,,,timeweighted_P2_v2_Q9.png,,scanpath_P2_v2_Q9.png
P2,overview,v0,Q1,,,timeweighted_P2_v0_Q1.png,,scanpath_P2_v0_Q1.png
P2,overview,v0,Q10,,,timeweighted_P2_v0_Q10.png,,scanpath_P2_v0_Q10.png
P2,overview,v0,Q11,,,timeweighted_P2_v0_Q11.png,,scanpath_P2_v0_Q11.png
P2,overview,v0,Q12,,,timeweighted_P2_v0_Q12.png,,scanpath_P2_v0_Q12.png
P2,overview,v0,Q2,,,timeweighted_P2_v0_Q2.png,,scanpath_P2_v0_Q2.png
P2,overview,v0,Q3,,,timeweighted_P2_v0_Q3.png,,scanpath_P2_v0_Q3.png
P2,overview,v0,Q4,,,timeweighted_P2_v0_Q4.png,,scanpath_P2_v0_Q4.png
P2,overview,v0,Q5,,,timeweighted_P2_v0_Q5.png,,scanpath_P2_v0_Q5.png
P2,overview,v0,Q6,,,timeweighted_P2_v0_Q6.png,,scanpath_P2_v0_Q6.png
P2,overview,v0,Q7,,,timeweighted_P2_v0_Q7.png,,scanpath_P2_v0_Q7.png
P2,overview,v0,Q8,,,timeweighted_P2_v0_Q8.png,,scanpath_P2_v0_Q8.png
P2,overview,v0,Q9,,,timeweighted_P2_v0_Q9.png,,scanpath_P2_v0_Q9.png
P20,minimap,v1,Q1,,,timeweighted_P20_v1_Q1.png,,scanpath_P20_v1_Q1.png
P20,minimap,v1,Q10,,,timeweighted_P20_v1_Q10.png,,scanpath_P20_v1_Q10.png
P20,minimap,v1,Q11,,,timeweighted_P20_v1_Q11.png,,scanpath_P20_v1_Q11.png
P20,minimap,v1,Q12,,,timeweighted_P20_v1_Q12.png,,scanpath_P20_v1_Q12.png
P20,minimap,v1,Q2,,,timeweighted_P20_v1_Q2.png,,scanpath_P20_v1_Q2.png
P20,minimap,v1,Q3,,,timeweighted_P20_v1_Q3.png,,scanpath_P20_v1_Q3.png
P20,minimap,v1,Q4,,,timeweighted_P20_v1_Q4.png,,scanpath_P20_v1_Q4.png
P20,minimap,v1,Q5,,,timeweighted_P20_v1_Q5.png,,scanpath_P20_v1_Q5.png
P20,minimap,v1,Q6,,,timeweighted_P20_v1_Q6.png,,scanpath_P20_v1_Q6.png
P20,minimap,v1,Q7,,,timeweighted_P20_v1_Q7.png,,scanpath_P20_v1_Q7.png
P20,minimap,v1,Q8,,,timeweighted_P20_v1_Q8.png,,scanpath_P20_v1_Q8.png
P20,minimap,v1,Q9,,,timeweighted_P20_v1_Q9.png,,scanpath_P20_v1_Q9.png
P20,none,v2,Q1,,,timeweighted_P20_v2_Q1.png,,scanpath_P20_v2_Q1.png
P20,none,v2,Q10,,,timeweighted_P20_v2_Q10.png,,scanpath_P20_v2_Q10.png
P20,none,v2,Q11,,,timeweighted_P20_v2_Q11.png,,scanpath_P20_v2_Q11.png
P20,none,v2,Q12,,,timeweighted_P20_v2_Q12.png,,scanpath_P20_v2_Q12.png
P20,none,v2,Q2,,,timeweighted_P20_v2_Q2.png,,scanpath_P20_v2_Q2.png
P20,none,v2,Q3,,,timeweighted_P20_v2_Q3.png,,scanpath_P20_v2_Q3.png
P20,none,v2,Q4,,,timeweighted_P20_v2_Q4.png,,scanpath_P20_v2_Q4.png
P20,none,v2,Q5,,,timeweighted_P20_v2_Q5.png,,scanpath_P20_v2_Q5.png
P20,none,v2,Q6,,,timeweighted_P20_v2_Q6.png,,scanpath_P20_v2_Q6.png
P20,none,v2,Q7,,,timeweighted_P20_v2_Q7.png,,scanpath_P20_v2_Q7.png
P20,none,v2,Q8,,,timeweighted_P20_v2_Q8.png,,scanpath_P20_v2_Q8.png
P20,none,v2,Q9,,,timeweighted_P20_v2_Q9.png,,scanpath_P20_v2_Q9.png
P20,overview,v0,Q1,,,timeweighted_P20_v0_Q1.png,,scanpath_P20_v0_Q1.png
P20,overview,v0,Q10,,,timeweighted_P20_v0_Q10.png,,scanpath_P20_v0_Q10.png
P20,overview,v0,Q11,,,timeweighted_P20_v0_Q11.png,,scanpath_P20_v0_Q11.png
P20,overview,v0,Q12,,,timeweighted_P20_v0_Q12.png,,scanpath_P20_v0_Q12.png
P20,overview,v0,Q2,,,timeweighted_P20_v0_Q2.png,,scanpath_P20_v0_Q2.png
P20,overview,v0,Q3,,,timeweighted_P20_v0_Q3.png,,scanpath_P20_v0_Q3.png
P20,overview,v0,Q4,,,timeweighted_P20_v0_Q4.png,,scanpath_P20_v0_Q4.png
P20,overview,v0,Q5,,,timeweighted_P20_v0_Q5.png,,scanpath_P20_v0_Q5.png
P20,overview,v0,Q6,,,timeweighted_P20_v0_Q6.png,,scanpath_P20_v0_Q6.png
P20,overview,v0,Q7,,,timeweighted_P20_v0_Q7.png,,scanpath_P20_v0_Q7.png
P20,overview,v0,Q8,,,timeweighted_P20_v0_Q8.png,,scanpath_P20_v0_Q8.png
P20,overview,v0,Q9,,,timeweighted_P20_v0_Q9.png,,scanpath_P20_v0_Q9.png
P21,minimap,v0,Q1,,,timeweighted_P21_v0_Q1.png,,scanpath_P21_v0_Q1.png
P21,minimap,v0,Q10,,,timeweighted_P21_v0_Q10.png,,scanpath_P21_v0_Q10.png
P21,minimap,v0,Q11,,,timeweighted_P21_v0_Q11.png,,scanpath_P21_v0_Q11.png
P21,minimap,v0,Q12,,,timeweighted_P21_v0_Q12.png,,scanpath_P21_v0_Q12.png
P21,minimap,v0,Q2,,,timeweighted_P21_v0_Q2.png,,scanpath_P21_v0_Q2.png
P21,minimap,v0,Q3,,,timeweighted_P21_v0_Q3.png,,scanpath_P21_v0_Q3.png
P21,minimap,v0,Q4,,,timeweighted_P21_v0_Q4.png,,scanpath_P21_v0_Q4.png
P21,minimap,v0,Q5,,,timeweighted_P21_v0_Q5.png,,scanpath_P21_v0_Q5.png
P21,minimap,v0,Q6,,,timeweighted_P21_v0_Q6.png,,scanpath_P21_v0_Q6.png
P21,minimap,v0,Q7,,,timeweighted_P21_v0_Q7.png,,scanpath_P21_v0_Q7.png
P21,minimap,v0,Q8,,,timeweighted_P21_v0_Q8.png,,scanpath_P21_v0_Q8.png
P21,minimap,v0,Q9,,,timeweighted_P21_v0_Q9.png,,scanpath_P21_v0_Q9.png
P21,none,v1,Q1,,,timeweighted_P21_v1_Q1.png,,scanpath_P21_v1_Q1.png
P21,none,v1,Q10,,,timeweighted_P21_v1_Q10.png,,scanpath_P21_v1_Q10.png
P21,none,v1,Q12,,,timeweighted_P21_v1_Q12.png,,scanpath_P21_v1_Q12.png
P21,none,v1,Q2,,,timeweighted_P21_v1_Q2.png,,scanpath_P21_v1_Q2.png
P21,none,v1,Q4,,,timeweighted_P21_v1_Q4.png,,scanpath_P21_v1_Q4.png
P21,none,v1,Q5,,,timeweighted_P21_v1_Q5.png,,scanpath_P21_v1_Q5.png
P21,none,v1,Q7,,,timeweighted_P21_v1_Q7.png,,scanpath_P21_v1_Q7.png
P21,overview,v2,Q1,,,timeweighted_P21_v2_Q1.png,,scanpath_P21_v2_Q1.png
P21,overview,v2,Q10,,,timeweighted_P21_v2_Q10.png,,scanpath_P21_v2_Q10.png
P21,overview,v2,Q11,,,timeweighted_P21_v2_Q11.png,,scanpath_P21_v2_Q11.png
P21,overview,v2,Q12,,,timeweighted_P21_v2_Q12.png,,scanpath_P21_v2_Q12.png
P21,overview,v2,Q2,,,timeweighted_P21_v2_Q2.png,,scanpath_P21_v2_Q2.png
P21,overview,v2,Q3,,,timeweighted_P21_v2_Q3.png,,scanpath_P21_v2_Q3.png
P21,overview,v2,Q4,,,timeweighted_P21_v2_Q4.png,,scanpath_P21_v2_Q4.png
P21,overview,v2,Q5,,,timeweighted_P21_v2_Q5.png,,scanpath_P21_v2_Q5.png
P21,overview,v2,Q6,,,timeweighted_P21_v2_Q6.png,,scanpath_P21_v2_Q6.png
P21,overview,v2,Q7,,,timeweighted_P21_v2_Q7.png,,scanpath_P21_v2_Q7.png
P21,overview,v2,Q8,,,timeweighted_P21_v2_Q8.png,,scanpath_P21_v2_Q8.png
P21,overview,v2,Q9,,,timeweighted_P21_v2_Q9.png,,scanpath_P21_v2_Q9.png
P22,minimap,v2,Q1,,,timeweighted_P22_v2_Q1.png,,scanpath_P22_v2_Q1.png
P22,minimap,v2,Q10,,,timeweighted_P22_v2_Q10.png,,scanpath_P22_v2_Q10.png
P22,minimap,v2,Q11,,,timeweighted_P22_v2_Q11.png,,scanpath_P22_v2_Q11.png
P22,minimap,v2,Q12,,,timeweighted_P22_v2_Q12.png,,scanpath_P22_v2_Q12.png
P22,minimap,v2,Q2,,,timeweighted_P22_v2_Q2.png,,scanpath_P22_v2_Q2.png
P22,minimap,v2,Q3,,,timeweighted_P22_v2_Q3.png,,scanpath_P22_v2_Q3.png
P22,minimap,v2,Q4,,,timeweighted_P22_v2_Q4.png,,scanpath_P22_v2_Q4.png
P22,minimap,v2,Q5,,,timeweighted_P22_v2_Q5.png,,scanpath_P22_v2_Q5.png
P22,minimap,v2,Q6,,,timeweighted_P22_v2_Q6.png,,scanpath_P22_v2_Q6.png
P22,minimap,v2,Q7,,,timeweighted_P22_v2_Q7.png,,scanpath_P22_v2_Q7.png
P22,minimap,v2,Q8,,,timeweighted_P22_v2_Q8.png,,scanpath_P22_v2_Q8.png
P22,minimap,v2,Q9,,,timeweighted_P22_v2_Q9.png,,scanpath_P22_v2_Q9.png
P22,none,v0,Q1,,,timeweighted_P22_v0_Q1.png,,scanpath_P22_v0_Q1.png
P22,none,v0,Q10,,,timeweighted_P22_v0_Q10.png,,scanpath_P22_v0_Q10.png
P22,none,v0,Q11,,,timeweighted_P22_v0_Q11.png,,scanpath_P22_v0_Q11.png
P22,none,v0,Q12,,,timeweighted_P22_v0_Q12.png,,scanpath_P22_v0_Q12.png
P22,none,v0,Q2,,,timeweighted_P22_v0_Q2.png,,scanpath_P22_v0_Q2.png
P22,none,v0,Q3,,,timeweighted_P22_v0_Q3.png,,scanpath_P22_v0_Q3.png
P22,none,v0,Q4,,,timeweighted_P22_v0_Q4.png,,scanpath_P22_v0_Q4.png
