ParticipantID,Condition,Content,QuestionID,Heatmap,Contour,TimeWeighted,FixationMap,Scanpath
P22,none,v0,Q5,,,timeweighted_P22_v0_Q5.png,,scanpath_P22_v0_Q5.png
P22,none,v0,Q6,,,timeweighted_P22_v0_Q6.png,,scanpath_P22_v0_Q6.png
P22,none,v0,Q7,,,timeweighted_P22_v0_Q7.png,,scanpath_P22_v0_Q7.png
P22,none,v0,Q8,,,timeweighted_P22_v0_Q8.png,,scanpath_P22_v0_Q8.png
P22,none,v0,Q9,,,timeweighted_P22_v0_Q9.png,,scanpath_P22_v0_Q9.png
P22,overview,v1,Q1,,,timeweighted_P22_v1_Q1.png,,scanpath_P22_v1_Q1.png
P22,overview,v1,Q10,,,timeweighted_P22_v1_Q10.png,,scanpath_P22_v1_Q10.png
P22,overview,v1,Q11,,,timeweighted_P22_v1_Q11.png,,scanpath_P22_v1_Q11.png
P22,overview,v1,Q12,,,timeweighted_P22_v1_Q12.png,,scanpath_P22_v1_Q12.png
P22,overview,v1,Q2,,,timeweighted_P22_v1_Q2.png,,scanpath_P22_v1_Q2.png
P22,overview,v1,Q3,,,timeweighted_P22_v1_Q3.png,,scanpath_P22_v1_Q3.png
P22,overview,v1,Q4,,,timeweighted_P22_v1_Q4.png,,scanpath_P22_v1_Q4.png
P22,overview,v1,Q5,,,timeweighted_P22_v1_Q5.png,,scanpath_P22_v1_Q5.png
P22,overview,v1,Q6,,,timeweighted_P22_v1_Q6.png,,scanpath_P22_v1_Q6.png
P22,overview,v1,Q7,,,timeweighted_P22_v1_Q7.png,,scanpath_P22_v1_Q7.png
P22,overview,v1,Q8,,,timeweighted_P22_v1_Q8.png,,scanpath_P22_v1_Q8.png
P22,overview,v1,Q9,,,timeweighted_P22_v1_Q9.png,,scanpath_P22_v1_Q9.png
P3,minimap,v0,Q1,,,timeweighted_P3_v0_Q1.png,,scanpath_P3_v0_Q1.png
P3,minimap,v0,Q10,,,timeweighted_P3_v0_Q10.png,,scanpath_P3_v0_Q10.png
P3,minimap,v0,Q11,,,timeweighted_P3_v0_Q11.png,,scanpath_P3_v0_Q11.png
P3,minimap,v0,Q12,,,timeweighted_P3_v0_Q12.png,,scanpath_P3_v0_Q12.png
P3,minimap,v0,Q2,,,timeweighted_P3_v0_Q2.png,,scanpath_P3_v0_Q2.png
P3,minimap,v0,Q3,,,timeweighted_P3_v0_Q3.png,,scanpath_P3_v0_Q3.png
P3,minimap,v0,Q4,,,timeweighted_P3_v0_Q4.png,,scanpath_P3_v0_Q4.png
P3,minimap,v0,Q5,,,timeweighted_P3_v0_Q5.png,,scanpath_P3_v0_Q5.png
P3,minimap,v0,Q6,,,timeweighted_P3_v0_Q6.png,,scanpath_P3_v0_Q6.png
P3,minimap,v0,Q7,,,timeweighted_P3_v0_Q7.png,,scanpath_P3_v0_Q7.png
P3,minimap,v0,Q8,,,timeweighted_P3_v0_Q8.png,,scanpath_P3_v0_Q8.png
P3,minimap,v0,Q9,,,timeweighted_P3_v0_Q9.png,,scanpath_P3_v0_Q9.png
P3,none,v1,Q1,,,timeweighted_P3_v1_Q1.png,,scanpath_P3_v1_Q1.png
P3,none,v1,Q10,,,timeweighted_P3_v1_Q10.png,,scanpath_P3_v1_Q10.png
P3,none,v1,Q11,,,timeweighted_P3_v1_Q11.png,,scanpath_P3_v1_Q11.png
P3,none,v1,Q12,,,timeweighted_P3_v1_Q12.png,,scanpath_P3_v1_Q12.png
P3,none,v1,Q2,,,timeweighted_P3_v1_Q2.png,,scanpath_P3_v1_Q2.png
P3,none,v1,Q3,,,timeweighted_P3_v1_Q3.png,,scanpath_P3_v1_Q3.png
P3,none,v1,Q4,,,timeweighted_P3_v1_Q4.png,,scanpath_P3_v1_Q4.png
P3,none,v1,Q5,,,timeweighted_P3_v1_Q5.png,,scanpath_P3_v1_Q5.png
P3,none,v1,Q6,,,timeweighted_P3_v1_Q6.png,,scanpath_P3_v1_Q6.png
P3,none,v1,Q7,,,timeweighted_P3_v1_Q7.png,,scanpath_P3_v1_Q7.png
P3,none,v1,Q8,,,timeweighted_P3_v1_Q8.png,,scanpath_P3_v1_Q8.png
P3,none,v1,Q9,,,timeweighted_P3_v1_Q9.png,,scanpath_P3_v1_Q9.png
P3,overview,v2,Q1,,,timeweighted_P3_v2_Q1.png,,scanpath_P3_v2_Q1.png
P3,overview,v2,Q10,,,timeweighted_P3_v2_Q10.png,,scanpath_P3_v2_Q10.png
P3,overview,v2,Q11,,,timeweighted_P3_v2_Q11.png,,scanpath_P3_v2_Q11.png
P3,overview,v2,Q12,,,timeweighted_P3_v2_Q12.png,,scanpath_P3_v2_Q12.png
P3,overview,v2,Q2,,,timeweighted_P3_v2_Q2.png,,scanpath_P3_v2_Q2.png
P3,overview,v2,Q3,,,timeweighted_P3_v2_Q3.png,,scanpath_P3_v2_Q3.png
P3,overview,v2,Q4,,,timeweighted_P3_v2_Q4.png,,scanpath_P3_v2_Q4.png
P3,overview,v2,Q6,,,timeweighted_P3_v2_Q6.png,,scanpath_P3_v2_Q6.png
P3,overview,v2,Q7,,,timeweighted_P3_v2_Q7.png,,scanpath_P3_v2_Q7.png
P3,overview,v2,Q8,,,timeweighted_P3_v2_Q8.png,,scanpath_P3_v2_Q8.png
P3,overview,v2,Q9,,,timeweighted_P3_v2_Q9.png,,scanpath_P3_v2_Q9.png
P4,minimap,v2,Q1,,,timeweighted_P4_v2_Q1.png,,scanpath_P4_v2_Q1.png
P4,minimap,v2,Q10,,,timeweighted_P4_v2_Q10.png,,scanpath_P4_v2_Q10.png
P4,minimap,v2,Q11,,,timeweighted_P4_v2_Q11.png,,scanpath_P4_v2_Q11.png
P4,minimap,v2,Q12,,,timeweighted_P4_v2_Q12.png,,scanpath_P4_v2_Q12.png
P4,minimap,v2,Q2,,,timeweighted_P4_v2_Q2.png,,scanpath_P4_v2_Q2.png
P4,minimap,v2,Q3,,,timeweighted_P4_v2_Q3.png,,scanpath_P4_v2_Q3.png
P4,minimap,v2,Q4,,,timeweighted_P4_v2_Q4.png,,scanpath_P4_v2_Q4.png
P4,minimap,v2,Q5,,,timeweighted_P4_v2_Q5.png,,scanpath_P4_v2_Q5.png
P4,minimap,v2,Q6,,,timeweighted_P4_v2_Q6.png,,scanpath_P4_v2_Q6.png
P4,minimap,v2,Q7,,,timeweighted_P4_v2_Q7.png,,scanpath_P4_v2_Q7.png
P4,minimap,v2,Q8,,,timeweighted_P4_v2_Q8.png,,scanpath_P4_v2_Q8.png
P4,minimap,v2,Q9,,,timeweighted_P4_v2_Q9.png,,scanpath_P4_v2_Q9.png
P4,none,v0,Q1,,,timeweighted_P4_v0_Q1.png,,scanpath_P4_v0_Q1.png
P4,none,v0,Q10,,,timeweighted_P4_v0_Q10.png,,scanpath_P4_v0_Q10.png
P4,none,v0,Q11,,,timeweighted_P4_v0_Q11.png,,scanpath_P4_v0_Q11.png
P4,none,v0,Q12,,,timeweighted_P4_v0_Q12.png,,scanpath_P4_v0_Q12.png
P4,none,v0,Q2,,,timeweighted_P4_v0_Q2.png,,scanpath_P4_v0_Q2.png
P4,none,v0,Q3,,,timeweighted_P4_v0_Q3.png,,scanpath_P4_v0_Q3.png
P4,none,v0,Q4,,,timeweighted_P4_v0_Q4.png,,scanpath_P4_v0_Q4.png
P4,none,v0,Q5,,,timeweighted_P4_v0_Q5.png,,scanpath_P4_v0_Q5.png
P4,none,v0,Q6,,,timeweighted_P4_v0_Q6.png,,scanpath_P4_v0_Q6.png
P4,none,v0,Q7,,,timeweighted_P4_v0_Q7.png,,scanpath_P4_v0_Q7.png
P4,none,v0,Q8,,,timeweighted_P4_v0_Q8.png,,scanpath_P4_v0_Q8.png
P4,none,v0,Q9,,,timeweighted_P4_v0_Q9.png,,scanpath_P4_v0_Q9.png
P4,overview,v1,Q1,,,timeweighted_P4_v1_Q1.png,,scanpath_P4_v1_Q1.png
P4,overview,v1,Q10,,,timeweighted_P4_v1_Q10.png,,scanpath_P4_v1_Q10.png
P4,overview,v1,Q11,,,timeweighted_P4_v1_Q11.png,,scanpath_P4_v1_Q11.png
P4,overview,v1,Q12,,,timeweighted_P4_v1_Q12.png,,scanpath_P4_v1_Q12.png
P4,overview,v1,Q2,,,timeweighted_P4_v1_Q2.png,,scanpath_P4_v1_Q2.png
P4,overview,v1,Q3,,,timeweighted_P4_v1_Q3.png,,scanpath_P4_v1_Q3.png
P4,overview,v1,Q4,,,timeweighted_P4_v1_Q4.png,,scanpath_P4_v1_Q4.png
P4,overview,v1,Q5,,,timeweighted_P4_v1_Q5.png,,scanpath_P4_v1_Q5.png
P4,overview,v1,Q6,,,timeweighted_P4_v1_Q6.png,,scanpath_P4_v1_Q6.png
P4,overview,v1,Q7,,,timeweighted_P4_v1_Q7.png,,scanpath_P4_v1_Q7.png
P4,overview,v1,Q8,,,timeweighted_P4_v1_Q8.png,,scanpath_P4_v1_Q8.png
P4,overview,v1,Q9,,,timeweighted_P4_v1_Q9.png,,scanpath_P4_v1_Q9.png
P5,minimap,v0,Q1,,,timeweighted_P5_v0_Q1.png,,scanpath_P5_v0_Q1.png
P5,minimap,v0,Q10,,,timeweighted_P5_v0_Q10.png,,scanpath_P5_v0_Q10.png
P5,minimap,v0,Q11,,,timeweighted_P5_v0_Q11.png,,scanpath_P5_v0_Q11.png
P5,minimap,v0,Q2,,,timeweighted_P5_v0_Q2.png,,scanpath_P5_v0_Q2.png
P5,minimap,v0,Q3,,,timeweighted_P5_v0_Q3.png,,scanpath_P5_v0_Q3.png
P5,minimap,v0,Q4,,,timeweighted_P5_v0_Q4.png,,scanpath_P5_v0_Q4.png
P5,minimap,v0,Q5,,,timeweighted_P5_v0_Q5.png,,scanpath_P5_v0_Q5.png
P5,minimap,v0,Q6,,,timeweighted_P5_v0_Q6.png,,scanpath_P5_v0_Q6.png
P5,minimap,v0,Q7,,,timeweighted_P5_v0_Q7.png,,scanpath_P5_v0_Q7.png
P5,minimap,v0,Q8,,,timeweighted_P5_v0_Q8.png,,scanpath_P5_v0_Q8.png
P5,minimap,v0,Q9,,,timeweighted_P5_v0_Q9.png,,scanpath_P5_v0_Q9.png
P5,none,v1,Q1,,,timeweighted_P5_v1_Q1.png,,scanpath_P5_v1_Q1.png
P5,none,v1,Q10,,,timeweighted_P5_v1_Q10.png,,scanpath_P5_v1_Q10.png
P5,none,v1,Q11,,,timeweighted_P5_v1_Q11.png,,scanpath_P5_v1_Q11.png
P5,none,v1,Q12,,,timeweighted_P5_v1_Q12.png,,scanpath_P5_v1_Q12.png
P5,none,v1,Q2,,,timeweighted_P5_v1_Q2.png,,scanpath_P5_v1_Q2.png
P5,none,v1,Q3,,,timeweighted_P5_v1_Q3.png,,scanpath_P5_v1_Q3.png
P5,none,v1,Q4,,,timeweighted_P5_v1_Q4.png,,scanpath_P5_v1_Q4.png
P5,none,v1,Q5,,,timeweighted_P5_v1_Q5.png,,scanpath_P5_v1_Q5.png
P5,none,v1,Q6,,,timeweighted_P5_v1_Q6.png,,scanpath_P5_v1_Q6.png
P5,none,v1,Q7,,,timeweighted_P5_v1_Q7.png,,scanpath_P5_v1_Q7.png
P5,none,v1,Q8,,,timeweighted_P5_v1_Q8.png,,scanpath_P5_v1_Q8.png
P5,none,v1,Q9,,,timeweighted_P5_v1_Q9.png,,scanpath_P5_v1_Q9.png
P5,overview,v2,Q1,,,timeweighted_P5_v2_Q1.png,,scanpath_P5_v2_Q1.png
P5,overview,v2,Q10,,,timeweighted_P5_v2_Q10.png,,scanpath_P5_v2_Q10.png
P5,overview,v2,Q11,,,timeweighted_P5_v2_Q11.png,,scanpath_P5_v2_Q11.png
P5,overview,v2,Q2,,,timeweighted_P5_v2_Q2.png,,scanpath_P5_v2_Q2.png
P5,overview,v2,Q3,,,timeweighted_P5_v2_Q3.png,,scanpath_P5_v2_Q3.png
P5,overview,v2,Q4,,,timeweighted_P5_v2_Q4.png,,scanpath_P5_v2_Q4.png
P5,overview,v2,Q5,,,timeweighted_P5_v2_Q5.png,,scanpath_P5_v2_Q5.png
P5,overview,v2,Q6,,,timeweighted_P5_v2_Q6.png,,scanpath_P5_v2_Q6.png
P5,overview,v2,Q7,,,timeweighted_P5_v2_Q7.png,,scanpath_P5_v2_Q7.png
P5,overview,v2,Q8,,,timeweighted_P5_v2_Q8.png,,scanpath_P5_v2_Q8.png
P5,overview,v2,Q9,,,timeweighted_P5_v2_Q9.png,,scanpath_P5_v2_Q9.png
P6,minimap,v1,Q1,,,timeweighted_P6_v1_Q1.png,,scanpath_P6_v1_Q1.png
P6,minimap,v1,Q10,,,timeweighted_P6_v1_Q10.png,,scanpath_P6_v1_Q10.png
P6,minimap,v1,Q11,,,timeweighted_P6_v1_Q11.png,,scanpath_P6_v1_Q11.png
P6,minimap,v1,Q12,,,timeweighted_P6_v1_Q12.png,,scanpath_P6_v1_Q12.png
P6,minimap,v1,Q2,,,timeweighted_P6_v1_Q2.png,,scanpath_P6_v1_Q2.png
P6,minimap,v1,Q3,,,timeweighted_P6_v1_Q3.png,,scanpath_P6_v1_Q3.png
P6,minimap,v1,Q4,,,timeweighted_P6_v1_Q4.png,,scanpath_P6_v1_Q4.png
P6,minimap,v1,Q5,,,timeweighted_P6_v1_Q5.png,,scanpath_P6_v1_Q5.png
P6,minimap,v1,Q6,,,timeweighted_P6_v1_Q6.png,,scanpath_P6_v1_Q6.png
P6,minimap,v1,Q7,,,timeweighted_P6_v1_Q7.png,,scanpath_P6_v1_Q7.png
P6,minimap,v1,Q8,,,timeweighted_P6_v1_Q8.png,,scanpath_P6_v1_Q8.png
P6,minimap,v1,Q9,,,timeweighted_P6_v1_Q9.png,,scanpath_P6_v1_Q9.png
P6,none,v2,Q1,,,timeweighted_P6_v2_Q1.png,,scanpath_P6_v2_Q1.png
P6,none,v2,Q10,,,timeweighted_P6_v2_Q10.png,,scanpath_P6_v2_Q10.png
P6,none,v2,Q11,,,timeweighted_P6_v2_Q11.png,,scanpath_P6_v2_Q11.png
P6,none,v2,Q12,,,timeweighted_P6_v2_Q12.png,,scanpath_P6_v2_Q12.png
P6,none,v2,Q2,,,timeweighted_P6_v2_Q2.png,,scanpath_P6_v2_Q2.png
P6,none,v2,Q3,,,timeweighted_P6_v2_Q3.png,,scanpath_P6_v2_Q3.png
P6,none,v2,Q4,,,timeweighted_P6_v2_Q4.png,,scanpath_P6_v2_Q4.png
P6,none,v2,Q5,,,timeweighted_P6_v2_Q5.png,,scanpath_P6_v2_Q5.png
P6,none,v2,Q6,,,timeweighted_P6_v2_Q6.png,,scanpath_P6_v2_Q6.png
P6,none,v2,Q7,,,timeweighted_P6_v2_Q7.png,,scanpath_P6_v2_Q7.png
P6,none,v2,Q8,,,timeweighted_P6_v2_Q8.png,,scanpath_P6_v2_Q8.png
P6,none,v2,Q9,,,timeweighted_P6_v2_Q9.png,,scanpath_P6_v2_Q9.png
P6,overview,v0,Q1,,,timeweighted_P6_v0_Q1.png,,scanpath_P6_v0_Q1.png
P6,overview,v0,Q10,,,timeweighted_P6_v0_Q10.png,,scanpath_P6_v0_Q10.png
P6,overview,v0,Q11,,,timeweighted_P6_v0_Q11.png,,scanpath_P6_v0_Q11.png
P6,overview,v0,Q12,,,timeweighted_P6_v0_Q12.png,,scanpath_P6_v0_Q12.png
P6,overview,v0,Q2,,,timeweighted_P6_v0_Q2.png,,scanpath_P6_v0_Q2.png
P6,overview,v0,Q3,,,timeweighted_P6_v0_Q3.png,,scanpath_P6_v0_Q3.png
P6,overview,v0,Q4,,,timeweighted_P6_v0_Q4.png,,scanpath_P6_v0_Q4.png
P6,overview,v0,Q5,,,timeweighted_P6_v0_Q5.png,,scanpath_P6_v0_Q5.png
P6,overview,v0,Q6,,,timeweighted_P6_v0_Q6.png,,scanpath_P6_v0_Q6.png
P6,overview,v0,Q7,,,timeweighted_P6_v0_Q7.png,,scanpath_P6_v0_Q7.png
P6,overview,v0,Q8,,,timeweighted_P6_v0_Q8.png,,scanpath_P6_v0_Q8.png
P6,overview,v0,Q9,,,timeweighted_P6_v0_Q9.png,,scanpath_P6_v0_Q9.png
P7,minimap,v2,Q1,,,timeweighted_P7_v2_Q1.png,,scanpath_P7_v2_Q1.png
P7,minimap,v2,Q10,,,timeweighted_P7_v2_Q10.png,,scanpath_P7_v2_Q10.png
P7,minimap,v2,Q11,,,timeweighted_P7_v2_Q11.png,,scanpath_P7_v2_Q11.png
P7,minimap,v2,Q12,,,timeweighted_P7_v2_Q12.png,,scanpath_P7_v2_Q12.png
P7,minimap,v2,Q2,,,timeweighted_P7_v2_Q2.png,,scanpath_P7_v2_Q2.png
P7,minimap,v2,Q3,,,timeweighted_P7_v2_Q3.png,,scanpath_P7_v2_Q3.png
P7,minimap,v2,Q4,,,timeweighted_P7_v2_Q4.png,,scanpath_P7_v2_Q4.png
P7,minimap,v2,Q5,,,timeweighted_P7_v2_Q5.png,,scanpath_P7_v2_Q5.png
P7,minimap,v2,Q6,,,timeweighted_P7_v2_Q6.png,,scanpath_P7_v2_Q6.png
P7,minimap,v2,Q7,,,timeweighted_P7_v2_Q7.png,,scanpath_P7_v2_Q7.png
P7,minimap,v2,Q8,,,timeweighted_P7_v2_Q8.png,,scanpath_P7_v2_Q8.png
P7,minimap,v2,Q9,,,timeweighted_P7_v2_Q9.png,,scanpath_P7_v2_Q9.png
P7,none,v0,Q1,,,timeweighted_P7_v0_Q1.png,,scanpath_P7_v0_Q1.png
P7,none,v0,Q10,,,timeweighted_P7_v0_Q10.png,,scanpath_P7_v0_Q10.png
P7,none,v0,Q11,,,timeweighted_P7_v0_Q11.png,,scanpath_P7_v0_Q11.png
P7,none,v0,Q12,,,timeweighted_P7_v0_Q12.png,,scanpath_P7_v0_Q12.png
P7,none,v0,Q2,,,timeweighted_P7_v0_Q2.png,,scanpath_P7_v0_Q2.png
P7,none,v0,Q3,,,timeweighted_P7_v0_Q3.png,,scanpath_P7_v0_Q3.png
P7,none,v0,Q4,,,timeweighted_P7_v0_Q4.png,,scanpath_P7_v0_Q4.png
P7,none,v0,Q5,,,timeweighted_P7_v0_Q5.png,,scanpath_P7_v0_Q5.png
P7,none,v0,Q6,,,timeweighted_P7_v0_Q6.png,,scanpath_P7_v0_Q6.png
P7,none,v0,Q7,,,timeweighted_P7_v0_Q7.png,,scanpath_P7_v0_Q7.png
P7,none,v0,Q8,,,timeweighted_P7_v0_Q8.png,,scanpath_P7_v0_Q8.png
P7,none,v0,Q9,,,timeweighted_P7_v0_Q9.png,,scanpath_P7_v0_Q9.png
P7,overview,v1,Q1,,,timeweighted_P7_v1_Q1.png,,scanpath_P7_v1_Q1.png
P7,overview,v1,Q10,,,timeweighted_P7_v1_Q10.png,,scanpath_P7_v1_Q10.png
P7,overview,v1,Q11,,,timeweighted_P7_v1_Q11.png,,scanpath_P7_v1_Q11.png
P7,overview,v1,Q12,,,timeweighted_P7_v1_Q12.png,,scanpath_P7_v1_Q12.png
P7,overview,v1,Q2,,,timeweighted_P7_v1_Q2.png,,scanpath_P7_v1_Q2.png
P7,overview,v1,Q3,,,timeweighted_P7_v1_Q3.png,,scanpath_P7_v1_Q3.png
P7,overview,v1,Q4,,,timeweighted_P7_v1_Q4.png,,scanpath_P7_v1_Q4.png
P7,overview,v1,Q5,,,timeweighted_P7_v1_Q5.png,,scanpath_P7_v1_Q5.png
P7,overview,v1,Q6,,,timeweighted_P7_v1_Q6.png,,scanpath_P7_v1_Q6.png
P7,overview,v1,Q7,,,timeweighted_P7_v1_Q7.png,,scanpath_P7_v1_Q7.png
P7,overview,v1,Q8,,,timeweighted_P7_v1_Q8.png,,scanpath_P7_v1_Q8.png
P7,overview,v1,Q9,,,timeweighted_P7_v1_Q9.png,,scanpath_P7_v1_Q9.png
P8,minimap,v1,Q1,,,timeweighted_P8_v1_Q1.png,,scanpath_P8_v1_Q1.png
P8,minimap,v1,Q10,,,timeweighted_P8_v1_Q10.png,,scanpath_P8_v1_Q10.png
P8,minimap,v1,Q11,,,timeweighted_P8_v1_Q11.png,,scanpath_P8_v1_Q11.png
P8,minimap,v1,Q2,,,timeweighted_P8_v1_Q2.png,,scanpath_P8_v1_Q2.png
P8,minimap,v1,Q3,,,timeweighted_P8_v1_Q3.png,,scanpath_P8_v1_Q3.png
P8,minimap,v1,Q4,,,timeweighted_P8_v1_Q4.png,,scanpath_P8_v1_Q4.png
P8,minimap,v1,Q5,,,timeweighted_P8_v1_Q5.png,,scanpath_P8_v1_Q5.png
P8,minimap,v1,Q6,,,timeweighted_P8_v1_Q6.png,,scanpath_P8_v1_Q6.png
P8,minimap,v1,Q7,,,timeweighted_P8_v1_Q7.png,,scanpath_P8_v1_Q7.png
P8,minimap,v1,Q8,,,timeweighted_P8_v1_Q8.png,,scanpath_P8_v1_Q8.png
P8,minimap,v1,Q9,,,timeweighted_P8_v1_Q9.png,,scanpath_P8_v1_Q9.png
P8,none,v2,Q1,,,timeweighted_P8_v2_Q1.png,,scanpath_P8_v2_Q1.png
P8,none,v2,Q10,,,timeweighted_P8_v2_Q10.png,,scanpath_P8_v2_Q10.png
P8,none,v2,Q12,,,timeweighted_P8_v2_Q12.png,,scanpath_P8_v2_Q12.png
P8,none,v2,Q2,,,timeweighted_P8_v2_Q2.png,,scanpath_P8_v2_Q2.png
P8,none,v2,Q3,,,timeweighted_P8_v2_Q3.png,,scanpath_P8_v2_Q3.png
P8,none,v2,Q4,,,timeweighted_P8_v2_Q4.png,,scanpath_P8_v2_Q4.png
P8,none,v2,Q5,,,timeweighted_P8_v2_Q5.png,,scanpath_P8_v2_Q5.png
P8,none,v2,Q6,,,timeweighted_P8_v2_Q6.png,,scanpath_P8_v2_Q6.png
P8,none,v2,Q7,,,timeweighted_P8_v2_Q7.png,,scanpath_P8_v2_Q7.png
P8,none,v2,Q8,,,timeweighted_P8_v2_Q8.png,,scanpath_P8_v2_Q8.png
P8,none,v2,Q9,,,timeweighted_P8_v2_Q9.png,,scanpath_P8_v2_Q9.png
P8,overview,v0,Q1,,,timeweighted_P8_v0_Q1.png,,scanpath_P8_v0_Q1.png
P8,overview,v0,Q10,,,timeweighted_P8_v0_Q10.png,,scanpath_P8_v0_Q10.png
P8,overview,v0,Q11,,,timeweighted_P8_v0_Q11.png,,scanpath_P8_v0_Q11.png
P8,overview,v0,Q12,,,timeweighted_P8_v0_Q12.png,,scanpath_P8_v0_Q12.png
P8,overview,v0,Q2,,,timeweighted_P8_v0_Q2.png,,scanpath_P8_v0_Q2.png
P8,overview,v0,Q3,,,timeweighted_P8_v0_Q3.png,,scanpath_P8_v0_Q3.png
P8,overview,v0,Q4,,,timeweighted_P8_v0_Q4.png,,scanpath_P8_v0_Q4.png
P8,overview,v0,Q5,,,timeweighted_P8_v0_Q5.png,,scanpath_P8_v0_Q5.png
P8,overview,v0,Q6,,,timeweighted_P8_v0_Q6.png,,scanpath_P8_v0_Q6.png
P8,overview,v0,Q7,,,timeweighted_P8_v0_Q7.png,,scanpath_P8_v0_Q7.png
P8,overview,v0,Q8,,,timeweighted_P8_v0_Q8.png,,scanpath_P8_v0_Q8.png
P8,overview,v0,Q9,,,timeweighted_P8_v0_Q9.png,,scanpath_P8_v0_Q9.png
P9,minimap,v0,Q1,,,timeweighted_P9_v0_Q1.png,,scanpath_P9_v0_Q1.png
P9,minimap,v0,Q10,,,timeweighted_P9_v0_Q10.png,,scanpath_P9_v0_Q10.png
P9,minimap,v0,Q11,,,timeweighted_P9_v0_Q11.png,,scanpath_P9_v0_Q11.png
P9,minimap,v0,Q12,,,timeweighted_P9_v0_Q12.png,,scanpath_P9_v0_Q12.png
P9,minimap,v0,Q2,,,timeweighted_P9_v0_Q2.png,,scanpath_P9_v0_Q2.png
P9,minimap,v0,Q3,,,timeweighted_P9_v0_Q3.png,,scanpath_P9_v0_Q3.png
P9,minimap,v0,Q5,,,timeweighted_P9_v0_Q5.png,,scanpath_P9_v0_Q5.png
P9,minimap,v0,Q6,,,timeweighted_P9_v0_Q6.png,,scanpath_P9_v0_Q6.png
P9,minimap,v0,Q7,,,timeweighted_P9_v0_Q7.png,,scanpath_P9_v0_Q7.png
P9,minimap,v0,Q8,,,timeweighted_P9_v0_Q8.png,,scanpath_P9_v0_Q8.png
P9,minimap,v0,Q9,,,timeweighted_P9_v0_Q9.png,,scanpath_P9_v0_Q9.png
P9,none,v1,Q1,,,timeweighted_P9_v1_Q1.png,,scanpath_P9_v1_Q1.png
P9,none,v1,Q10,,,timeweighted_P9_v1_Q10.png,,scanpath_P9_v1_Q10.png
P9,none,v1,Q11,,,timeweighted_P9_v1_Q11.png,,scanpath_P9_v1_Q11.png
P9,none,v1,Q12,,,timeweighted_P9_v1_Q12.png,,scanpath_P9_v1_Q12.png
P9,none,v1,Q2,,,timeweighted_P9_v1_Q2.png,,scanpath_P9_v1_Q2.png
P9,none,v1,Q3,,,timeweighted_P9_v1_Q3.png,,scanpath_P9_v1_Q3.png
P9,none,v1,Q4,,,timeweighted_P9_v1_Q4.png,,scanpath_P9_v1_Q4.png
P9,none,v1,Q6,,,timeweighted_P9_v1_Q6.png,,scanpath_P9_v1_Q6.png
P9,none,v1,Q7,,,timeweighted_P9_v1_Q7.png,,scanpath_P9_v1_Q7.png
P9,none,v1,Q8,,,timeweighted_P9_v1_Q8.png,,scanpath_P9_v1_Q8.png
P9,none,v1,Q9,,,timeweighted_P9_v1_Q9.png,,scanpath_P9_v1_Q9.png
P9,overview,v2,Q1,,,timeweighted_P9_v2_Q1.png,,scanpath_P9_v2_Q1.png
P9,overview,v2,Q10,,,timeweighted_P9_v2_Q10.png,,scanpath_P9_v2_Q10.png
P9,overview,v2,Q11,,,timeweighted_P9_v2_Q11.png,,scanpath_P9_v2_Q11.png
P9,overview,v2,Q12,,,timeweighted_P9_v2_Q12.png,,scanpath_P9_v2_Q12.png
P9,overview,v2,Q2,,,timeweighted_P9_v2_Q2.png,,scanpath_P9_v2_Q2.png
P9,overview,v2,Q3,,,timeweighted_P9_v2_Q3.png,,scanpath_P9_v2_Q3.png
P9,overview,v2,Q4,,,timeweighted_P9_v2_Q4.png,,scanpath_P9_v2_Q4.png
P9,overview,v2,Q6,,,timeweighted_P9_v2_Q6.png,,scanpath_P9_v2_Q6.png
P9,overview,v2,Q7,,,timeweighted_P9_v2_Q7.png,,scanpath_P9_v2_Q7.png
P9,overview,v2,Q8,,,timeweighted_P9_v2_Q8.png,,scanpath_P9_v2_Q8.png
P9,overview,v2,Q9,,,timeweighted_P9_v2_Q9.png,,scanpath_P9_v2_Q9.png
